Column,expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x
134,2021-08-04,Namecheap,Namecheap,11400 West Olympic Boulevard  Suite 200  Los Angeles  California 90064,Business/Group/Organization,11.8800,Acevero  Gabriel Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
135,2021-07-19,Namecheap,Namecheap,11400 West Olympic Boulevard  Suite 200  Los Angeles  California 90064,Business/Group/Organization,29.8800,Acevero  Gabriel Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
136,2021-07-06,Namecheap,Namecheap,11400 West Olympic Boulevard  Suite 200  Los Angeles  California 90064,Business/Group/Organization,11.8800,Acevero  Gabriel Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
137,2022-02-04,,,,Reimburse,17.9900,Geelhaar  Glen Friends of,Media,Media - Website Development,,Check,Bluehost Endurance,Electoral,Domain Name Registration 1 year friendsofglengeelhaar.org $17.99. Purchase made on February 4  2022 paid with person Visa 9000,
138,2021-02-08,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,16.0000,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
139,2021-02-12,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,6.0000,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
140,2021-05-10,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,16.9600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
141,2021-05-12,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,6.3600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
142,2021-06-08,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,16.9600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
143,2021-06-14,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,6.3600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
144,2021-07-08,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,16.9600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
145,2021-07-12,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,6.3600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
146,2021-08-09,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,16.9600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
147,2021-08-12,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,6.3600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
148,2021-08-23,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,20.0000,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
149,2021-09-08,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,16.9600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
150,2021-09-13,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,6.3600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
151,2022-01-18,,,,Reimburse,310.4500,Jarosinski  Lisa for County Council 2,Media,Media - Website Development,,Check,IPOWER,Electoral,Campaign website domain name renewal and additional storage for 2022,
152,2022-01-13,U.S. Postal Service,U.S. Postal Service,4411 Green Valley Rd  Monrovia  Maryland 21770,Business/Group/Organization,125.0000,Jarosinski  Lisa for County Council 2,Media,Media - Website Development,,Check,,Electoral,PO box renewal for 2022; - $100.  Late fee  was due 12/30/21; paid it 1/13/22 - $25,
153,2021-10-27,Michael Harrison,Michael Harrison,6111 Perry Street  Hyattsville  In State  Maryland 20785,Individual - Matching fund request,346.8700,BAKER & NAVARRO FOR MARYLAND,Media,Videos,,EFT,,Electoral,Event coverage,
154,2021-10-27,Michael Harrison,Michael Harrison,6111 Perry Street  Hyattsville  In State  Maryland 20785,Individual - Matching fund request,200.0000,BAKER & NAVARRO FOR MARYLAND,Media,Videos,,EFT,,Electoral,,
155,2021-09-20,Hone Strategies LLC,Hone Strategies LLC,403 E Melbourne Ave  Silver Spring  Maryland 20901,Business/Group/Organization,15000.0000,Opportunity Maryland PAC,Media,Consulting Fees - Media,,EFT,,Electoral,,
156,2021-01-27,MCShane LLC,McShane LLC,7975 W. Badura Ave  Las Vegas  Nevada 89113,Business/Group/Organization,2500.0000,Szeliga  Kathy Friends Of,Media,Survey/Polls,,Debit Card,,Electoral,,
157,2021-08-06,,,,Reimburse,22.3400,Team 21 Slate,Media,Media - Website Development,,Check,Domain Hosting Srvcs,Electoral,,
158,2021-07-27,3 Sixty Strategies LLC,3 Sixty Strategies LLC,157 Baltimore St  Cumberland  Maryland 21502,Business/Group/Organization,1211.8800,Republican House Caucus Committee,Media,Online Advertising,,Check,,Electoral,,
159,2021-08-26,3 Sixty Strategies LLC,3 Sixty Strategies LLC,157 Baltimore St  Cumberland  Maryland 21502,Business/Group/Organization,2933.8700,Republican House Caucus Committee,Media,Online Advertising,,Debit Card,,Electoral,,
160,2021-07-20,McLaughlin & Associates,McLaughlin & Associates,919 Prince St  Alexandria  Virginia 22314,Business/Group/Organization,10000.0000,Republican House Caucus Committee,Media,Survey/Polls,,Debit Card,,Administrative,,
161,2021-12-16,McLaughlin & Associates,McLaughlin & Associates,919 Prince St  Alexandria  Virginia 22314,Business/Group/Organization,15000.0000,Republican House Caucus Committee,Media,Survey/Polls,,Debit Card,,Electoral,,
162,2021-10-18,Talisman Consulting Services,Talisman Consulting Services,15 East Churchville Road  Suite 115-111  Bel Air  Maryland 21014,Business/Group/Organization,24.5000,Koziol  Josh (Joshua) County Council,Media,Media - Website Development,,EFT,,Electoral,,
163,2021-10-22,Talisman Consulting Services,Talisman Consulting Services,15 East Churchville Road  Suite 115-111  Bel Air  Maryland 21014,Business/Group/Organization,24.5000,Koziol  Josh (Joshua) County Council,Media,Media - Website Development,,EFT,,Electoral,,
164,2021-11-15,Talisman Consulting Services,Talisman Consulting Services,15 East Churchville Road  Suite 115-111  Bel Air  Maryland 21014,Business/Group/Organization,24.5000,Koziol  Josh (Joshua) County Council,Media,Media - Website Development,,EFT,,Electoral,,
165,2021-10-18,Neighborhood Signs & Stickers,Neighborhood Signs & Stickers,6655 Amberton Dr  Ste L  Elkridge  Maryland 21075,Business/Group/Organization,118.7200,Ghrist  Jeff Friends of,Media,Billboards / Outdoor Advertising,,Check,,Electoral,,
166,2021-09-23,Squarespace  Inc,SQUARESPACE INC.,Eight Clarkson St  12th Floor  New York  New York 10014,Business/Group/Organization,228.9600,Lacey  Sarah Friends to Elect,Media,Media - Website Development,,Credit Card/Visa,,Electoral,Web hosting,
167,2021-09-29,Collin Foster,Collin Foster,17559 River Dr  Piney Point  Maryland 20674,Individual,90.0000,Lacey  Sarah Friends to Elect,Media,Media - Website Development,,EFT,,Electoral,,
168,2021-10-07,Evan Murphy,Evan Murphy,2120 Blake St.  Apt 115  Denver  Colorado 80205,Individual,105.0000,Lacey  Sarah Friends to Elect,Media,Graphic Design,,Check,,Electoral,For design by Carissa,
169,2021-03-03,Omni Solutions Agency,Omni Solutions Agency,PO BOX 111  St Michaels  Maryland 21663,Business/Group/Organization,859.4000,Mautz  (John) Johnny Friends of,Media,Consulting Fees - Media,,Check,,Electoral,,
170,2021-05-03,Omni Solutions Agency,Omni Solutions Agency,PO BOX 111  St Michaels  Maryland 21663,Business/Group/Organization,97.5000,Mautz  (John) Johnny Friends of,Media,Graphic Design,,Check,,Electoral,,
171,2021-10-10,Dorchester Chamber of Commerce,Dorchester Chamber of Commerce,528 Poplar Street  Cambridge  Maryland 21613,Business/Group/Organization,65.0000,Dorchester County Democratic Central Committee,Media,Newspaper,,Check,,Electoral,,
172,2021-10-30,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,2.9900,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
173,2021-10-30,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,10.5900,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
174,2021-11-01,NGP,NGP,1445 New York Ave. NW #200  Washington  District Of Columbia 20005,Business/Group/Organization,260.3500,Harrison  Andrea Friends Of,Media,Media - Website Development,,Electronic Check,,Electoral,,
175,2021-11-15,GOFECH,GOFECH,9100 48th Place  College Park  Maryland 20740,Business/Group/Organization,600.0000,Harrison  Andrea Friends Of,Media,Videos,,Debit Card,,Electoral,,
176,2021-08-12,Verizon Store,Verizon Store,14937 Shady Grove Road  Rockville  Maryland 20850,Business/Group/Organization,181.5100,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Debit Card,,Electoral,Repair and new cell phone,
177,2021-08-26,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,156.8100,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
178,2021-09-01,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,2.9900,Harrison  Andrea Friends Of,Media,Online Advertising,,Electronic Check,,Electoral,,
179,2021-09-01,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,10.5900,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
180,2021-09-01,NGP,NGP,1445 New York Ave. NW #200  Washington  District Of Columbia 20005,Business/Group/Organization,260.3500,Harrison  Andrea Friends Of,Media,Media - Website Development,,Electronic Check,,Electoral,,
181,2021-09-09,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,108.8000,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
182,2021-09-23,J. Franklyn Bourne Bar Assoc.,J Franklyn Bourne Bar Assoc.,PO BOX 1121  UPPER MARLOBOR  Maryland 20772,Business/Group/Organization,378.4500,Harrison  Andrea Friends Of,Media,Book/Brochure Advertising,,Debit Card,,Electoral,,
183,2021-09-28,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,220.2000,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Debit Card,,Electoral,,
184,2021-10-26,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,282.7400,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
185,2021-09-29,Adey J Produxions,Adey J Produxions,8911 Town Center Circle  Upper Marloboro  Maryland 20774,Business/Group/Organization,238.0500,Harrison  Andrea Friends Of,Media,Consulting Fees - Media,,Debit Card,,Electoral,,
186,2021-09-30,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,2.9900,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
187,2021-09-30,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,10.5900,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
188,2021-10-01,NGP,NGP,1445 New York Ave. NW #200  Washington  District Of Columbia 20005,Business/Group/Organization,260.3500,Harrison  Andrea Friends Of,Media,Media - Website Development,,Electronic Check,,Electoral,,
189,2021-10-01,Adey J Produxions,Adey J Produxions,8911 Town Center Circle  Upper Marloboro  Maryland 20774,Business/Group/Organization,211.6000,Harrison  Andrea Friends Of,Media,Consulting Fees - Media,,Debit Card,,Electoral,,
190,2021-10-09,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,160.0800,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Debit Card,,Electoral,,
191,2021-10-14,Caison Consulting,Caison Consulting,2145 NE 164th Street 711  Miami  Florida 33162,Business/Group/Organization,400.0000,Harrison  Andrea Friends Of,Media,Consulting Fees - Media,,Debit Card,,Electoral,,
192,2021-10-24,Russell Cellular,Russell Cellular,14937 Shady Grove Road #C  Rockville  Maryland 20850,Business/Group/Organization,83.6000,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Debit Card,,Electoral,,
193,2021-11-30,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,348.3200,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
194,2021-11-30,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,2.9900,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
195,2021-11-30,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,10.5900,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
196,2021-12-02,NGP,NGP,1445 New York Ave. NW #200  Washington  District Of Columbia 20005,Business/Group/Organization,260.3500,Harrison  Andrea Friends Of,Media,Media - Website Development,,Electronic Check,,Electoral,,
197,2021-12-10,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,164.7900,Harrison  Andrea Friends Of,Media,Media - Website Development,,Electronic Check,,Electoral,,
198,2021-12-29,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,196.6600,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
199,2021-12-30,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,2.9900,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
200,2021-12-30,Verizon Wireless,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,10.5900,Harrison  Andrea Friends Of,Media,Phones / Robo calls,,Electronic Check,,Electoral,,
201,2022-01-03,NGP,NGP,1445 New York Ave. NW #200  Washington  District Of Columbia 20005,Business/Group/Organization,260.3500,Harrison  Andrea Friends Of,Media,Media - Website Development,,Electronic Check,,Electoral,,
202,2021-07-16,AutoWeb Technologies,AutoWeb Technologies,2801 Centerville Road  First Floor #7346  Wilmington  Delaware 19808,Business/Group/Organization,398.0000,Peisinger  Albert Friends of,Media,Media - Website Development,,Check,,Electoral,,
203,2022-02-23,Phil Nichols,Phil Nichols,2947 Rogers Avenue  Ellicott City  Maryland 21043,Business/Group/Organization,58.2800,Kittleman  Allan Friends of,Media,Videos,,Check,,Electoral,Reimbursement for Sunpak Tripod & Joby Attachment,
204,2021-10-12,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,6.3600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
205,2021-10-08,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,16.9600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
206,2021-11-08,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,16.9600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
207,2021-12-13,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,6.3600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
208,2021-12-08,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,16.9600,Boyce  Regina T. Friends of,Media,Media - Website Development,,EFT,,Electoral,,
209,2022-01-10,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,16.9600,Boyce  Regina T. Friends of,Media,Media - Website Development,,Credit Card/Visa,,Electoral,,
210,2022-01-12,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,6.3600,Boyce  Regina T. Friends of,Media,Media - Website Development,,Credit Card/Visa,,Electoral,,
211,2021-05-26,Independent News Media,Independent News Media,128 Church Street  Salisbury  Maryland 21801,Business/Group/Organization,394.0000,Eckardt  Addie Friends To Re-Elect,Media,Newspaper,,Check,,Electoral,,
212,2021-04-15,Brtiahknees Web Design Co.,Brtiahknees Web Design Co.,N Charles St  Baltimore  Maryland 21201,Business/Group/Organization,449.7500,Allen  Nicholas Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
213,2021-05-15,Britahknees Web Design Co.,Britahknees Web Design Co.,N Charles St  Baltimore  Maryland 21201,Business/Group/Organization,449.7500,Allen  Nicholas Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
214,2021-06-15,Britahknees Web Design Co.,Britahknees Web Design Co.,N Charles St  Baltimore  Maryland 21201,Business/Group/Organization,449.7500,Allen  Nicholas Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
215,2021-07-15,Britahknees Web Design Co.,Britahknees Web Design Co.,N Charles St  Baltimore  Maryland 21201,Business/Group/Organization,449.7500,Allen  Nicholas Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
